Sample,Value
0.00625,0.000543938
0.006289063,0.000172312
0.006328125,-9.91E-05
0.006367188,-0.000501
0.00640625,-0.00053834
0.006445313,-0.000387793
0.006484375,-0.00027103
0.006523438,-0.000166122
0.0065625,-0.000247915
0.006601563,0.000651217
0.006640625,0.003666896
0.006679688,0.003505681
0.00671875,0.003332018
0.006757813,0.003726759
0.006796875,0.003797884
0.006835938,0.00363489
0.006875,0.003520498
0.006914063,0.003311866
0.006953125,0.003658006
0.006992188,0.003732686
0.00703125,0.003914646
0.007070313,0.003219997
0.007109375,0.002845408
0.007148438,0.002713828
0.0071875,0.00247971
0.007226563,0.002358798
0.007265625,0.002421032
0.007304688,0.002493935
0.00734375,0.002689527
0.007382813,0.00264863
0.007421875,0.003008402
0.007460938,0.003309495
0.0075,0.003315423
0.007539063,0.002367096
0.007578125,0.001871595
0.007617188,0.001837218
0.00765625,0.001553906
0.007695313,0.001758981
0.007734375,0.00159658
0.007773438,0.001792765
0.0078125,0.001788024
0.007851563,0.002090896
0.007890625,0.001478632
0.007929688,0.001683708
0.00796875,0.000767387
0.008007813,0.000142677
0.008046875,0.000795837
0.008085938,0.000446734
0.008125,0.000768573
0.008164063,0.000993208
0.008203125,0.00110997
0.008242188,0.001056627
0.00828125,0.000932752
0.008320313,0.001076779
0.008359375,0.000632843
0.008398438,0.001886413
0.0084375,0.003608811
0.008476563,0.003351577
0.008515625,0.003363432
0.008554688,0.003158356
0.00859375,0.003291122
0.008632813,0.003434556
0.008671875,0.003118645
0.008710938,0.003166061
0.00875,0.002992399
0.008789062,0.003621851
0.008828125,0.003956136
0.008867187,0.003387732
0.00890625,0.003464784
0.008945312,0.003670452
0.008984375,0.003791364
0.009023438,0.003246669
0.0090625,0.003287565
0.009101563,0.003310088
0.009140625,0.0035122
0.009179688,0.004009479
0.00921875,0.004448673
0.009257813,0.003919981
0.009296875,0.003356912
0.009335938,0.003561395
0.009375,0.003583325
0.009414063,0.003521091
0.009453125,0.003221183
0.009492188,0.00328638
0.00953125,0.003552504
0.009570313,0.003915832
0.009609375,0.004065786
0.009648438,0.00402074
0.0096875,0.003580361
0.009726563,0.003256745
0.009765625,0.00275591
0.009804688,0.002439406
0.00984375,0.002660484
0.009882813,0.002725682
0.009921875,0.002836518
0.009960938,0.003193325
0.01,0.002763615
0.010039063,0.003041
0.010078125,0.003176137
0.010117188,0.003332018
0.01015625,0.003494419
0.010195313,0.003564358
0.010234375,0.003745726
0.010273438,0.003500939
0.0103125,0.003361653
0.010351563,0.002756502
0.010390625,0.002725089
0.010429688,0.002498083
0.01046875,0.002891046
0.010507813,0.002924238
0.010546875,0.003281638
0.010585938,0.002953873
0.010625,0.002930757
0.010664063,0.003002475
0.010703125,0.002840074
0.010742188,0.002894603
0.01078125,0.003296456
0.010820313,0.003660376
0.010859375,0.003580361
0.010898438,0.003360468
0.0109375,0.003649115
0.010976563,0.003662154
0.011015625,0.003421517
0.011054688,0.003195104
0.01109375,0.002854891
0.011132813,0.00263322
0.011171875,0.002263373
0.011210938,0.002174467
0.01125,0.002565059
0.011289063,0.003004253
0.011328125,0.002770135
0.011367188,0.002984101
0.01140625,0.002925423
0.011445313,0.002899344
0.011484375,0.002694861
0.011523438,0.00235702
0.0115625,0.002456001
0.011601563,0.002452445
0.011640625,0.002366503
0.011679688,0.002307233
0.01171875,0.002528311
0.011757813,0.002939648
0.011796875,0.003239556
0.011835938,0.002849557
0.011875,0.001720456
0.011914063,0.002320272
0.011953125,0.003088417
0.011992188,0.002879785
0.01203125,0.002800955
0.012070313,0.002888083
0.012109375,0.002394953
0.012148438,0.001831291
0.0121875,0.001822993
0.012226563,0.001665927
0.012265625,0.001622067
0.012304688,0.00186389
0.01234375,0.001799285
0.012382813,0.002079634
0.012421875,0.002258631
0.012460938,0.001888191
0.0125,0.001665334
0.012539063,0.001470334
0.012578125,-0.000104481
0.012617188,0.000367905
0.01265625,0.000157495
0.012695313,0.000495929
0.012734375,0.000184759
0.012773438,0.000348938
0.0128125,0.000102373
0.012851563,0.000260625
0.012890625,0.000258847
0.012929688,0.000310412
0.01296875,0.000738345
0.013007813,0.003118645
0.013046875,0.003100864
0.013085938,0.002921274
0.013125,0.003272748
0.013164063,0.003554282
0.013203125,0.003435741
0.013242188,0.003465377
0.01328125,0.00325141
0.013320313,0.002904679
0.013359375,0.002380728
0.013398438,0.002274041
0.0134375,0.002725682
0.013476563,0.003103827
0.013515625,0.003143538
0.013554688,0.003096122
0.01359375,0.003067672
0.013632813,0.003231259
0.013671875,0.003420924
0.013710938,0.003608811
0.01375,0.003608811
0.013789063,0.003279268
0.013828125,0.002893417
0.013867188,0.00272746
0.01390625,0.002726275
0.013945313,0.002641518
0.013984375,0.003071821
0.014023438,0.003268599
0.0140625,0.003226517
0.014101563,0.003354541
0.014140625,0.003200438
0.014179688,0.003041
0.01421875,0.002562688
0.014257813,0.002493935
0.014296875,0.002474375
0.014335938,0.002590545
0.014375,0.001770835
0.014414063,0.001512416
0.014453125,0.001367204
0.014492188,0.001495821
0.01453125,0.001689635
0.014570313,0.001417584
0.014609375,0.001495228
0.014648438,0.001479818
0.0146875,0.001822401
0.014726563,0.00178506
0.014765625,0.002459558
0.014804688,0.001350015
0.01484375,0.000674925
0.014882813,0.001067296
0.014921875,0.000683816
0.014960938,0.000275443
0.015,-0.000125225
0.015039063,0.00014979
0.015078125,0.000156309
0.015117188,0.000435473
0.01515625,0.000935715
0.015195313,0.000345382
0.015234375,0.001246885
0.015273438,0.002849557
0.0153125,0.002319679
0.015351563,0.002349315
0.015390625,0.002293008
0.015429688,0.002650408
0.01546875,0.002646259
0.015507813,0.002393175
0.015546875,0.002726275
0.015585938,0.002897566
0.015625,0.003027368
0.015664063,0.003089602
0.015703125,0.002754724
0.015742188,0.002326199
0.01578125,0.002341017
0.015820313,0.002410363
0.015859375,0.002076671
0.015898438,0.001921975
0.0159375,0.001894711
0.015976563,0.002039923
0.016015625,0.002271078
0.016054688,0.002421625
0.01609375,0.002186321
0.016132813,0.001773799
0.016171875,0.000908451
0.016210938,0.001247478
0.01625,0.001107599
0.016289063,0.001347645
0.016328125,0.001242736
0.016367188,0.001086855
0.01640625,0.00080532
0.016445313,0.00109456
0.016484375,0.00096535
0.016523438,0.001374316
0.0165625,0.000305671
0.016601563,-0.00145881
0.016640625,-0.000997093
0.016679688,-0.001457624
0.01671875,-0.001572609
0.016757813,-0.001560162
0.016796875,-0.001117412
0.016835938,-0.001102594
0.016875,-0.001229433
0.016914063,-0.001468886
0.016953125,-0.002080556
0.016992188,-0.000477291
0.01703125,0.000450883
0.017070313,0.000444956
0.017109375,0.000947569
0.017148438,0.000534455
0.0171875,0.000291446
0.017226563,-0.00038483
0.017265625,-0.000254435
0.017304688,1.52E-05
0.01734375,0.000260625
0.017382813,-1.74E-05
0.017421875,0.002281746
0.017460938,0.003390103
0.0175,0.002982915
0.017539063,0.003138797
0.017578125,0.003275119
0.017617188,0.003346243
0.01765625,0.002744648
0.017695313,0.002784952
0.017734375,0.002741685
0.017773438,0.002622551
0.0178125,0.002675895
0.017851563,0.002924238
0.017890625,0.003265635
0.017929688,0.003395438
0.01796875,0.003372322
0.018007813,0.003375286
0.018046875,0.00327097
0.018085938,0.003135833
0.018125,0.003043964
0.018164063,0.00293787
0.018203125,0.003142946
0.018242188,0.00320518
0.01828125,0.002451853
0.018320313,0.002024513
0.018359375,0.001878708
0.018398438,0.002272856
0.0184375,0.002703752
0.018476563,0.002616032
0.018515625,0.002389619
0.018554688,0.002246184
0.01859375,0.002413919
0.018632813,0.002418068
0.018671875,0.002463707
0.018710938,0.002519421
0.01875,0.002719162
0.018789063,0.002233145
0.018828125,0.001507675
0.018867188,0.00153079
0.01890625,0.001169833
0.018945313,0.001263481
0.018984375,0.001269408
0.019023438,0.001004469
0.0190625,0.00081184
0.019101563,0.001019287
0.019140625,0.001331049
0.019179688,0.001543237
0.01921875,0.000715229
0.019257813,-0.000370012
0.019296875,5.50E-05
0.019335938,1.64E-05
0.019375,-0.000598796
0.019414063,-0.001004205
0.019453125,-0.000992944
0.019492188,-0.000760011
0.01953125,-0.0004441
0.019570313,-0.000170271
0.019609375,-0.000342748
0.019648438,0.000916156
0.0196875,0.002346944
0.019726563,0.001188207
0.019765625,0.001619696
0.019804688,0.001780319
0.01984375,0.001924346
0.019882813,0.001713936
0.019921875,0.00164696
0.019960938,0.002097415
0.02,0.002223661
0.020039063,0.002262187
0.020078125,0.001913084
0.020117188,0.000526157
0.02015625,0.001064332
0.020195313,0.0007176
0.020234375,0.000750199
0.020273438,0.000350124
0.0203125,0.00096298
0.020351563,0.000834956
0.020390625,0.000686187
0.020429688,0.000320488
0.02046875,0.000233361
0.020507813,4.01E-05
0.020546875,-0.002291559
0.020585938,-0.001824508
0.020625,-0.002582577
0.020664063,-0.002695783
0.020703125,-0.002996877
0.020742188,-0.002665555
0.02078125,-0.002431437
0.020820313,-0.002209173
0.020859375,-0.002354978
0.020898438,-0.002501969
0.0209375,-0.001644326
0.020976563,-0.001835769
0.021015625,-0.002060997
0.021054688,-0.00217124
0.02109375,-0.001935344
0.021132813,-0.001997578
0.021171875,-0.001719007
0.021210938,-0.001947198
0.02125,-0.001987502
0.021289063,-0.002276149
0.021328125,-0.001178461
0.021367188,-0.000378903
0.02140625,-0.000743416
0.021445313,-0.000385422
0.021484375,-0.000663401
0.021523438,-0.000502185
0.0215625,-0.000555528
0.021601563,0.000116005
0.021640625,3.24E-05
0.021679688,0.000436658
0.02171875,7.81E-05
0.021757813,0.001510046
0.021796875,0.002696047
0.021835938,0.001863297
0.021875,0.002566244
0.021914063,0.002527719
0.021953125,0.002677673
0.021992188,0.002869116
0.02203125,0.003167839
0.022070313,0.002838296
0.022109375,0.002611883
0.022148438,0.002147795
0.0221875,0.001626216
0.022226563,0.000849773
0.022265625,0.001651702
0.022304688,0.001008025
0.02234375,0.001012174
0.022382813,0.001437143
0.022421875,0.001446034
0.022460938,0.001628586
0.0225,0.001731717
0.022539063,0.001852036
0.022578125,0.001765501
0.022617188,0.001713343
0.02265625,-0.000135301
0.022695313,-0.000205833
0.022734375,-0.000845953
0.022773438,-0.001297001
0.0228125,-0.001167199
0.022851563,-0.000967458
0.022890625,-0.000876774
0.022929688,-0.001048066
0.02296875,-0.000941379
0.023007813,-0.000885665
0.023046875,-0.000268067
0.023085938,0.00115383
0.023125,0.000564682
0.023164063,0.000678482
0.023203125,0.000578907
0.023242188,0.001079742
0.02328125,0.000897189
0.023320313,0.001060183
0.023359375,0.001280669
0.023398438,0.001382614
0.0234375,0.001577614
0.023476563,0.001221991
0.023515625,-0.000542489
0.023554688,-0.000891592
0.02359375,-0.001353901
0.023632813,-0.001484889
0.023671875,-0.001168977
0.023710938,-0.000796166
0.02375,-0.000519373
0.023789063,-0.000800315
0.023828125,-0.000302444
0.023867188,-0.000881516
0.02390625,5.26E-05
0.023945313,0.001213694
0.023984375,0.000636992
0.024023438,0.001314453
0.0240625,0.001008025
0.024101563,0.001256368
0.024140625,0.001080928
0.024179688,0.001331049
0.02421875,0.001417584
0.024257813,0.001202432
0.024296875,0.001413435
0.024335938,0.000769758
0.024375,-0.000572124
0.024414063,-0.000640285
0.024453125,-0.001261439
0.024492188,-0.001454068
0.02453125,-0.001648475
0.024570313,-0.001269737
0.024609375,-0.001136379
0.024648438,-0.001145269
0.0246875,-0.000636729
0.024726563,-0.001129266
0.024765625,9.70E-05
0.024804688,0.00107915
0.02484375,0.000966536
0.024882813,0.001356535
0.024921875,0.001499377
0.024960938,0.001179317
0.025,0.001295487
0.025039063,0.001521307
0.025078125,0.001140791
0.025117188,0.000932752
0.02515625,0.001092189
0.025195313,-0.000770087
0.025234375,-0.001998763
0.025273438,-0.001645511
0.0253125,-0.001810876
0.025351563,-0.001381758
0.025390625,-0.001493186
0.025429688,-0.001197427
0.02546875,-0.001372275
0.025507813,-0.001317153
0.025546875,-0.001253734
0.025585938,-0.000916485
0.025625,0.000513117
0.025664063,6.92E-05
0.025703125,8.46E-05
0.025742188,0.000343011
0.02578125,0.000318118
0.025820313,0.000528527
0.025859375,0.000610321
0.025898438,0.000558755
0.0259375,0.000514895
0.025976563,0.00036257
0.026015625,0.000348345
0.026054688,0.002645667
0.02609375,0.002819329
0.026132813,0.002534238
0.026171875,0.002796806
0.026210938,0.003172581
0.02625,0.00320755
0.026289063,0.003556653
0.026328125,0.003318386
0.026367188,0.003115681
0.02640625,0.003039815
0.026445313,0.00290053
0.026484375,0.002731016
0.026523438,0.002370059
0.0265625,0.00272746
0.026601563,0.003194511
0.026640625,0.003262672
0.026679688,0.003137019
0.02671875,0.00290053
0.026757813,0.002442962
0.026796875,0.002393175
0.026835938,0.002851335
0.026875,0.002850742
0.026914063,0.002759466
0.026953125,0.002351686
0.026992188,0.002044665
0.02703125,0.00189886
0.027070313,0.001518936
0.027109375,0.001772021
0.027148438,0.001946869
0.0271875,0.001660592
0.027226563,0.001677188
0.027265625,0.001921382
0.027304688,0.001732902
0.02734375,0.001663556
0.027382813,0.001277706
0.027421875,0.000343011
0.027460938,0.000960016
0.0275,0.000671369
0.027539063,0.00075494
0.027578125,0.001127751
0.027617188,0.001373724
0.02765625,0.001084484
0.027695313,0.001143162
0.027734375,0.000603801
0.027773438,0.0001083
0.0278125,-0.000313112
0.027851563,-0.002165313
0.027890625,-0.001657365
0.027929688,-0.002411285
0.02796875,-0.002527455
0.028007813,-0.002668519
0.028046875,-0.002907379
0.028085938,-0.003002211
0.028125,-0.002517379
0.028164063,-0.001652031
0.028203125,-0.001611727
0.028242188,-0.001291074
0.02828125,-0.001411986
0.028320313,-0.001611135
0.028359375,-0.001764052
0.028398438,-0.001779463
0.0284375,-0.001964979
0.028476563,-0.001574387
0.028515625,-0.00175042
0.028554688,-0.001455846
0.02859375,-0.001977426
0.028632813,-0.001145269
0.028671875,-0.000103295
0.028710938,-0.000153082
0.02875,0.000467479
0.028789063,0.000810062
0.028828125,0.000804728
0.028867188,0.000561719
0.02890625,0.000395762
0.028945313,0.000288482
0.028984375,-3.57E-05
0.029023438,0.000552828
0.0290625,-0.001227655
0.029101563,-0.003376208
0.029140625,-0.002858184
0.029179688,-0.003657149
0.02921875,-0.003484672
0.029257813,-0.003309825
0.029296875,-0.003161649
0.029335938,-0.003581876
0.029375,-0.003522013
0.029414063,-0.003506603
0.029453125,-0.002993913
0.029492188,-0.002232289
0.02953125,-0.002515008
0.029570313,-0.002776391
0.029609375,-0.002741421
0.029648438,-0.002983245
0.0296875,-0.003069187
0.029726563,-0.003287302
0.029765625,-0.003247591
0.029804688,-0.003279004
0.02984375,-0.003084004
0.029882813,-0.002347866
0.029921875,-0.002023064
0.029960938,-0.001817396
0.03,-0.001803171
0.030039063,-0.001478369
0.030078125,-0.001676332
0.030117188,-0.001698855
0.03015625,-0.002160571
0.030195313,-0.002138641
0.030234375,-0.001906894
0.030273438,-0.000765346
0.0303125,-0.000470179
0.030351563,-0.000601167
0.030390625,-0.000519966
0.030429688,-0.000144784
0.03046875,-0.000512854
0.030507813,-0.000907002
0.030546875,-0.000932488
0.030585938,-0.001006576
0.030625,-0.001126303
0.030664063,-0.000379495
0.030703125,0.001611991
0.030742188,0.001194727
0.03078125,0.001416991
0.030820313,0.001520122
0.030859375,0.001810547
0.030898438,0.00161851
0.0309375,0.001534939
0.030976563,0.001379058
0.031015625,0.001134864
0.031054688,0.000830807
0.03109375,0.001073223
0.031132813,-0.00024673
0.031171875,-0.000547231
0.031210938,-0.00103799
0.03125,-0.0008584
0.031289063,-0.000957382
0.031328125,-0.000802093
0.031367188,-0.000438173
0.03140625,2.65E-05
0.031445313,0.000536825
0.031484375,0.000197206
0.031523438,0.000163422
0.0315625,0.00235702
0.031601563,0.001757203
0.031640625,0.001908343
0.031679688,0.002358205
0.03171875,0.002441184
0.031757813,0.002282932
0.031796875,0.002383099
0.031835938,0.002151352
0.031875,0.002091488
0.031914063,0.001932644
0.031953125,0.00230012
0.031992188,0.001435958
0.03203125,0.001262888
0.032070313,0.001271186
0.032109375,0.000920305
0.032148438,0.000790503
0.0321875,0.000574758
0.032226563,0.000901338
0.032265625,0.000274257
0.032304688,0.000839697
0.03234375,0.001038846
0.032382813,0.001579392
0.032421875,-0.000573902
0.032460938,-0.001383536
0.0325,-0.001575572
0.032539063,-0.002360905
0.032578125,-0.002227547
0.032617188,-0.002248884
0.03265625,-0.001751605
0.032695313,-0.002077
0.032734375,-0.001892669
0.032773438,-0.002134492
0.0328125,-0.00157735
0.032851563,-0.000503963
0.032890625,-0.000759419
0.032929688,-0.001083035
0.03296875,-0.001259068
0.033007813,-0.001396576
0.033046875,-0.001680481
0.033085938,-0.001478962
0.033125,-0.001071181
0.033164063,-0.000751714
0.033203125,-0.001196834
0.033242188,0.00040643
0.03328125,0.000423619
0.033320313,0.000978983
0.033359375,0.001425289
0.033398438,0.001156201
0.0334375,0.000833177
0.033476563,0.00041295
0.033515625,0.000640549
0.033554688,0.000995578
0.03359375,0.000644698
0.033632813,0.000918527
0.033671875,-0.001467107
0.033710938,-0.001630101
0.03375,-0.002044994
0.033789063,-0.002435586
0.033828125,-0.002440328
0.033867188,-0.002612805
0.03390625,-0.002393504
0.033945313,-0.002216286
0.033984375,-0.002202061
0.034023438,-0.002558869
0.0340625,-0.002077
0.034101563,-0.001575572
0.034140625,-0.001498521
0.034179688,-0.001812654
0.03421875,-0.001813839
0.034257813,-0.002024842
0.034296875,-0.002104264
0.034335938,-0.002088261
0.034375,-0.001969128
0.034414063,-0.001863034
0.034453125,-0.001791317
0.034492188,-0.000314891
0.03453125,-0.000253249
0.034570313,0.000260033
0.034609375,1.35E-05
0.034648438,-0.000134708
0.0346875,0.000172312
0.034726563,0.000421248
0.034765625,0.000321081
0.034804688,0.000431324
0.03484375,0.000379166
0.034882813,0.001150867
0.034921875,0.002975803
0.034960938,0.002186914
0.035,0.002106899
0.035039063,0.002886897
0.035078125,0.002959207
0.035117188,0.002850742
0.03515625,0.003271562
0.035195313,0.003231259
0.035234375,0.003139389
0.035273438,0.002853113
0.0353125,0.002702566
0.035351563,0.001849072
0.035390625,0.001727568
0.035429688,0.001957537
0.03546875,0.001546793
0.035507813,0.001575836
0.035546875,0.001571687
0.035585938,0.001430031
0.035625,0.001212508
0.035664063,0.001258146
0.035703125,0.001753647
0.035742188,0.002219512
0.03578125,0.001152645
0.035820313,0.000676111
0.035859375,0.001299636
0.035898438,0.001030548
0.0359375,0.000644698
0.035976563,0.000393984
0.036015625,-0.000187459
0.036054688,-0.000487367
0.03609375,-0.000453583
0.036132813,-0.000301258
0.036171875,-0.000525893
0.036210938,0.001180502
0.03625,0.003724981
0.036289063,0.003557246
0.036328125,0.003489085
0.036367188,0.003277489
0.03640625,0.003260894
0.036445313,0.00291594
0.036484375,0.002528311
0.036523438,0.002062446
0.0365625,0.002509345
0.036601563,0.003168432
0.036640625,0.003604069
0.036679688,0.002856077
0.03671875,0.002560317
0.036757813,0.002735165
0.036796875,0.00259588
0.036835938,0.002217734
0.036875,0.002164391
0.036914063,0.002198175
0.036953125,0.00204585
0.036992188,0.001933829
0.03703125,0.002192841
0.037070313,0.002541351
0.037109375,0.002409178
0.037148438,0.001016323
0.0371875,0.001114712
0.037226563,0.0013269
0.037265625,0.001375502
0.037304688,0.001430031
0.03734375,0.001366611
0.037382813,0.001562204
0.037421875,0.001802841
0.037460938,0.001881671
0.0375,0.001952796
0.037539063,0.001817066
0.037578125,-0.00047907
0.037617188,-0.000705483
0.03765625,-0.001075923
0.037695313,-0.000862549
0.037734375,-0.000663401
0.037773438,-0.000552565
0.0378125,-0.000153675
0.037851563,-0.000122854
0.037890625,-9.86E-05
0.037929688,-3.69E-05
0.03796875,0.000207875
0.038007813,0.00223433
0.038046875,0.001758981
0.038085938,0.001717492
0.038125,0.002161427
0.038164063,0.00198006
0.038203125,0.001630365
0.038242188,0.001727568
0.03828125,0.001707416
0.038320313,0.001442477
0.038359375,0.001277706
0.038398438,0.001581763
0.0384375,0.000391613
0.038476563,0.000600837
0.038515625,0.000902524
0.038554688,0.00086222
0.03859375,0.000967721
0.038632813,0.001089226
0.038671875,0.000321674
0.038710938,0.000184166
0.03875,-3.69E-05
0.038789063,6.09E-05
0.038828125,0.000331157
0.038867188,0.002622551
0.03890625,0.003965619
0.038945313,0.003348021
0.038984375,0.003590437
0.039023438,0.003707793
0.0390625,0.003616516
0.039101563,0.003548355
0.039140625,0.003617702
0.039179688,0.003297049
0.03921875,0.002991213
0.039257813,0.003150058
0.039296875,0.003395438
0.039335938,0.003324906
0.039375,0.003283416
0.039414063,0.002773098
0.039453125,0.002680044
0.039492188,0.002876821
0.03953125,0.002880378
0.039570313,0.002726275
0.039609375,0.002878007
0.039648438,0.003280453
0.0396875,0.003646151
0.039726563,0.003522869
0.039765625,0.003193918
0.039804688,0.002409178
0.03984375,0.002366503
0.039882813,0.002518828
0.039921875,0.002617217
0.039960938,0.002559725
0.04,0.002448889
0.040039063,0.002391989
0.040078125,0.002458372
0.040117188,0.002074893
0.04015625,0.001638662
0.040195313,0.002073115
0.040234375,0.001514195
0.040273438,0.000948755
0.0403125,0.001617918
0.040351563,0.001641033
0.040390625,0.00147804
0.040429688,0.000801764
0.04046875,0.00059491
0.040507813,0.000655366
0.040546875,0.00153079
0.040585938,0.001392097
0.040625,0.002033403
0.040664063,0.000815989
0.040703125,-0.000614206
0.040742188,-0.000550194
0.04078125,-0.000599389
0.040820313,-0.000665179
0.040859375,-0.000893963
0.040898438,-0.000787276
0.0409375,-0.001144676
0.040976563,-0.001107336
0.041015625,-0.000941972
0.041054688,-0.001046287
0.04109375,0.001440107
0.041132813,0.001842553
0.041171875,0.001627994
0.041210938,0.001349423
0.04125,0.000782205
0.041289063,0.000508968
0.041328125,0.000578907
0.041367188,0.001012174
0.04140625,0.001163906
0.041445313,0.000897782
0.041484375,0.000984317
0.041523438,-0.000944935
0.0415625,-0.001576758
0.041601563,-0.001442214
0.041640625,-0.001130451
0.041679688,-0.000780163
0.04171875,-0.001232397
0.041757813,-0.001164236
0.041796875,-0.000761789
0.041835938,-0.000213538
0.041875,-0.000591683
0.041914063,-0.000146563
0.041953125,0.001757203
0.041992188,0.000785761
0.04203125,0.000985502
0.042070313,0.001143162
0.042109375,0.000332342
0.042148438,0.000280777
0.0421875,0.000497707
0.042226563,0.001076779
0.042265625,0.001595395
0.042304688,0.001712158
0.04234375,0.00112953
0.042382813,-0.001173126
0.042421875,-0.001345603
0.042460938,-0.002107228
0.0425,-0.002477668
0.042539063,-0.002434993
0.042578125,-0.002292152
0.042617188,-0.002340753
0.04265625,-0.002213915
0.042695313,-0.002276149
0.042734375,-0.002395875
0.042773438,-0.001315968
0.0428125,-0.000738674
0.042851563,-0.000821653
0.042890625,-0.000565012
0.042929688,-0.000781941
0.04296875,-0.000697777
0.043007813,-0.000547823
0.043046875,-0.000556121
0.043085938,-0.000429282
0.043125,-0.000873811
0.043164063,-0.000955011
0.043203125,0.001299043
0.043242188,0.001155016
0.04328125,0.001497006
0.043320313,0.001347645
0.043359375,0.000970092
0.043398438,0.001082706
0.0434375,0.001376687
0.043476563,0.001206581
0.043515625,0.001393283
0.043554688,0.001411064
0.04359375,0.001370167
0.043632813,-0.000288219
0.043671875,-0.000700148
0.043710938,-0.000629024
0.04375,-0.000693629
0.043789063,-0.000394906
0.043828125,-2.92E-05
0.043867188,-0.000151897
0.04390625,-0.000579237
0.043945313,-0.000569161
0.043984375,-0.000669328
0.044023438,-0.000495073
0.0440625,0.001782097
0.044101563,0.001159165
0.044140625,0.001432401
0.044179688,0.001917233
0.04421875,0.001893525
0.044257813,0.001837811
0.044296875,0.001588283
0.044335938,0.001577614
0.044375,0.001694969
0.044414063,0.001155016
0.044453125,0.000872296
0.044492188,0.000279592
0.04453125,0.000293224
0.044570313,0.000829029
0.044609375,0.000805913
